"Sentiment	Tweet",
"0	negative nothing you resend switched iphone galaxy edge amp compromised emails coming iphones even droids",
"0	want iphone negative making jelous",
"0	yo call today please still iphone not get texts negative",
"0	bad miss video iphone 6s plus guide review negative watch somewhere",
"0	want iphone already negative",
"0	broke new iphone 6s negative fml took soo long buy iphone negative",
"0	deleted phone numbers negative help negative",
"0	working phone sad downgrade iphone negative",
"0	course iphone 6s backorder negative",
"0	salty broke iphone screen completely not see shit black negative",
"0	watched everything apple pros iphone boot test every iphone beat 4s negative",
"0	forever wishing iphone want one bad negative",
"0	negative rt no thing ugly person iphone",
"0	gon na order iphone online bc none stock anywhere negative",
"0	wish dad would stop playing come thru getting iphone 6s negative",
"0	iphone got one old contacts listed bae negative apple",
"0	dad got iphone 6s negative",
"0	jacob dont iphone negative",
"0	cant buy dont iphone negative",
"0	know web jacob reading tweets cant buy dont iphone negative",
"0	not iphone jacob negative",
"0	every iphone 6s stock except one want negative",
"0	preordered iphone 6s weeks ago still nothing negative",
"0	phone fell toilet negative no iphone couple days",
"0	anyone extra iphone case use night negative pls",
"0	think first iphone not love negative",
"0	using iphone broken camera past years charger port broken negative",
"0	need new iphone negative",
"0	yeah getting loads pop ads always crashed browser ios9 negative",
"Sentiment	tweet",
"0	fuck economy hate aig non loan given asses",
"0	firmly believe obama/pelosi zero desire civil charade slogan want destroy conservatism",
"0	dear nike stop flywire shit waste science ugly love",
"0	talking guy last night telling die hard spurs fan also told hates lebron james",
"0	lebron beast still cheering atil end",
"0	played android google phone slide screen scares would break fucker fast still prefer iphone",
"0	us planning resume military tribunals guantanamo bay time trial aig execs chrysler debt holders",
"0	Oh my God bored amp tattoos itchy help aha positive",
"0	itchy miserable",
"0	no not itchy maybe later laughing out loud",
"0	cant sleep tooth aching",
"0	blah blah blah old old no plans today going back sleep guess",
"0	glad didnt bay breakers today freaking degrees san francisco what the fuck",
"0	obama administration must stop bonuses aig ponzi schemers ",
"0	started think citi really deep amp ^t gon na survive turmoil gon na next aig",
"0	shaunwoo haten aig",
"0	annoying new trend internets people picking apart michael lewis malcolm gladwell nobody wants read",
"0	Oh my God commercials alone espn going drive nuts",
"0	twitter api slow client not good",
"0	yahoo answers butt sometimes",
"0	needs someone explain lambda calculus negative",
"0	took graduate field exam computer science today nothing makes feel like idiot lambda calculus",
"0	yeahh would not really lived east palo alto could avoided guess summer",
"0	damn north korea",
"0	go ahead blow north korea map already",
"0	north korea please cease douchebaggery china not even like anymore",
"0	hell pelosi freakin china whose dime",
"0	burning cash chrysler gm stop financial tsunami bailout means taking handout",
"0	insects infected spinach plant negative",
"0	wish could catch every mosquito world n burn em slowlythey bitin shit outta 2daymosquitos assholes insects",
"0	got back church totally hate insects",
"0	got mcdonalds goddam eggs make sick yeah laker date go lakers not much update well true suck",
"0	history exam studying ugh",
"0	hate revision boring totally unprepared exam tomorrow negative things not looking good ",
"0	higher physics exam tommorow not lookin forward much negative",
"0	bank holiday yet work exam season sucks",
"0	cheney bush real culprits",
"0	life bitch dick cheney",
"0	dick cheney dishonest speech torture terror obama fred kaplan slate",
"0	 republican party bunch antiabortion zealots could not draw flies dump neal boortz radio",
"0	twitter connections api broken tweets not make twitter ",
"0	srsly hate stupid twitter api timeout thing soo annoying negative",
"0	viral marketing fail acia pills brand oughta get shut hacking people messenger get msgs day arrgh",
"0	night museum tonite instead negative oh well yr old better enjoy laughing out loud",
"0	unfortunate stimulus plan put place twice help gm back american people led inevitable",
"0	tell giving gm use programs support unemployed",
"0	oh yes gm dies worth boo hahaha",
"0	time warner cable 3rd time since memorial day bummer",
"0	would rather pay reasonable yearly taxes free fast internet get gouged time warner slow connection",
"0	noo dvr died half way ea presser hate time warner",
"0	f*ck time warner cable f*cking suck balls hd tv amp damn hd channels hardly ever come bullshit",
"0	time warner worse customer service ever never use",
"0	time warner devil worst possible time internet go",
"0	fuck no internet damn time warner",
"0	time warner really picks worst time not work want get mtvcom watch hills wtff",
"0	hate time warner soo wish vios cant watch fricken mets game w/o buffering feel like im watching free internet porn",
"0	ahh got rid stupid time warner today amp taking nap roomies cook pretty good end monday positive",
"0	time warner hd line crap",
"0	fucked time warner cable didnt know modems could explode susan boyle sucks",
"0	time warner cable slogan calling day 2pm happens",
"0	recovering surgerywishing negative",
"0	dentist lied you not feel discomort prob not even need pain pills man you twippin shit hurt many pills take",
"0	dentist great expensive ",
"0	dentist wrong wrong",
"0	going dentist later",
"0	son looking cars online hate car shopping would rather go dentist anyone good car good price sell",
"0	luke got stopped walking safeway asked empty pockets lift shirts jacked",
"0	safeway bathroom still smells like ass",
"0	safeway elkhorn move like dead",
"0	found nothing nike factory negative banana republic outlet",
"0	time warner road runner customer support absolutely blows hate not highspeed net options ready go nuclear",
"0	time warner cable phone reps are dumber nails ugh cable working mins ago not what the fuck",
"0	tried time warner not nice recorded today positive",
"0	Oh my God time warner fed internet install instead today next saturday another week w/o internet amp *ehfa^v9fhg # fml",
"0	wthi never seen line loong time warner ugh",
"0	impatiently awaiting arrival time warner guy way pretty inside afternoon",
"0	naive bayes using em text classification really frustrating ",
"0	harassed calls car warranty changing number not fix call every number bags",
"0	blocked united blood services using google voice call car warranty guys",
"0	amp complete fail",
"0	oh snap work amp not",
"0	really dont want amp phone servicethey suck comes signal",
"0	say cut small talk amp new slogan f__k give us money apologies bob geldof",
"0	pissed amp midcontract upgrade price iphone not going pay something thought",
"0	safari fast positive even shitty amp tethering",
"0	amp fucking",
"0	amp dropped ball not supporting crap new iphone fail sucks",
"0	yay glad got phone still damn amp",
"0	talk cheap bing stick google",
"0	what the fuck point deleting tweets still found summize searches twitter please fix thanks bye",
"0	real aig scandal",
"0	lebron james got car accident guessjust heard evening news wow cant believe itwill ok",
"0	kobe best world not lebron",
"0	go booz allen hamilton 2hr meeting negative get go home positive",
"0	laughing out loud ah skin itchy negative damn lawnmowing",
"0	itchy back dont ya hate",
"0	tired not sleep well last night",
"0	boarding plane san francisco hour hr flight blech",
"0	bonjour san francisco back hurts last night",
"0	f** big go home aig",
"0	malcolm gladwell genius tricking people not realizing fucking idiot",
"0	hey no offense malcolm gladwell pretenious annoying cunt brings cant read shit",
"0	hate comcast right everything cable internet amp phone ughh",
"0	comcast sucks",
"0	day never deal comcast rank one best days life",
"0	comcast fail",
"0	curses twitter api limit",
"0	see dave winer screams lack twitter api limitations access throttles",
"0	arg twitter api making crazy",
"0	alpha sucks even researchers information provided less get totally useless",
"0	oh awesome wish not owned nike negative",
"0	arhh weka bug spent almost two hours find crappy",
"0	ooh north korea troublee",
"0	wat heck north korea conducted powerful nuclear tests follow link",
"0	listening obama friggin north korea ",
"0	realized three monkeys white obamabiden pelosi sarah palin",
"0	pelosi stay china never come back",
"0	nancy pelosi gave worst commencement speech ever heard yes still bitter",
"0	ugh amount times stupid insects bitten grr",
"0	got barraged horde insects hungry kitchen light scary",
"0	math review im going fail exam",
"0	colin powell rocked yesterday cbs cheney needs shut hell go homepowell man honor served country proudly",
"0	obviously not siding cheney",
"0	saw night museum sheer desperation funding movies",
"0	back seeing tar trek night museum tar trek amazing night museum eh",
"0	shame gm forced make cars white house thinks sell think",
"0	you may noticed not happy gm situation aig lehman et al",
"0	gm good riddance sad though",
"0	never buy government motors vehicle recently drove gm cars since bought ",
"0	old cocacola guy gm board stupid heck",
"0	worst thing gm concord pleasant hill martinez fucking uaw ",
"0	give man fish you feed day teach fish you feed life buy gm you f**k good",
"0	hear gm thing angry get billions wasted bullshit something like 40k employees the",
"0	gm car junk far quality compared honda",
"0	sad day bankrupt gm",
"0	upset whole gm thing life know screwed",
"0	whoever running time warner needs repeatedly raped rhino understand consequences putting shitty cable svcs",
"0	joining bit late connection boo time warner",
"0	cox time warner cox cheaper gets b dslreports tw expensive gets c",
"0	furious time warner phone promotions",
"0	got home chickfila boys damn internets stupid time warner",
"0	could timewarner cable suck no",
"0	pissed time warner causin slow internet problems",
"0	umm time warner problems",
"0	guys see time warner suck much ass really wish could get uverse apartment",
"0	confirmed time warner fault not facebook fb taking minutes load tempted switch verizon negative",
"0	time warner epic fail",
"0	know sad rt 1st day hurricane season less scarey govt taking gm",
"0	gm files bankruptcy not good sign ",
"0	hate effing dentist",
"0	hate going dentist",
"0	hate dentist who invented anyways",
"0	dentist office cold negative",
"0	@ safeway place nightmare right bumming",
"0	hate safeway select green tea icecream bought two cartons waste money gt lt",
"0	argghh not jquery appear safari bad safari",
"0	not watch tv without tivo years time/warner dvr still sucks",
"0	still love kindle2 reading new york times not feel natural miss bloomingdale ads",
"0	although today keynote rocked every great announcement amp shit us little bit",
"0	not much obsession cell phones iphone slave amp forever positive",
"0	fuzzball fun amp p",
"0	today good day dislike amp t vote office indeed",
"0	looks like summize gone many tweets wwdc perhaps",
"0	man kinda dislike apple right case point iphone 3gs wish video recorder app please",
"0	dearest rich bastards visa card sent not work screw little guy like",
"0	fighting latex ",
"0	love not want die latex devil",
"0	hours hours inkscape crashing normally solid rock hours latex complaining slightest thing not take",
"0	shit hitting fan iran craziness indeed",
"0	monday already iran may implode kitchen disaster seems happy nice weekend great whoop",
"0	created first latex file scratch not work well see great time waster",
"0	note hate word hate pages hate latex said hate latex texn3rds come kill",
"0	trouble iran see hmm iran iran far away",
"0	reading tweets coming iran whole thing terrifying incredibly sad ",
"0	gbp200 repair died mths warranty new phone comes days warranty",
"0	mark slams tim not care customers",
"0	mark slams tim not alignment customers",
"0	deleted rival services",
"0	not alt+tab back full screen app grr",
"0	fuck leave charger home got ta start sending goodbye texts :09am",
"0	founder attacks boss ridiculous comments",
"0	dear place browser eggs basket guess safari broken please fix release pulled",
"0	foxconn robots proving unsuitable iphone assembly updated versions works",
"0	point making apt genius bar sit wait min counting",
"0	not apple decades not support apple",
"0	definitely bit frustrating consumer big supporter",
"0	hate",
"0	power cord caught fire yet another nontravelling power cord less year",
"0	find alarming power cords quickly fray not always notice not travel",
"0	leave mac plugged leave house need check power cord every time",
"0	kids parents need monitor power cords daily make sure still safe",
"0	dinner last night left computer charge fire happened would no house",
"0	dear want xmas ios stop crashing ipad signed cindy lou whoville",
"0	hey take u2 album phone",
"0	apple inc deleted songs rival services ipods",
"0	fact itunes updates makes anal reset play counts sometimes yall mostt",
"0	hard reach buy suicide squad comics apple store turkey",
"0	how/why ical undo months entries related recurring date entries reset pay cc changed amnt",
"0	watched dad struggle answer call would not let answer great job not ",
"0	ical reset recurring spite months individualizing one per current date",
"0	wanted iphone lighting charger made go",
"0	let go ahead get one way u gon na get virus amp youre whole house explode",
"0	zuckerberg attacks apple really cared customers iphones would cost less aapl",
"0	keyboard ever freezes trying talk ian you hate sophian",
"0	2nd day new iphone what the fuck switching",
"0	wut money back kthx",
"0	took hour half decided bubble bath not download ios hate",
"0	blame",
"0	not harry potter emojis please work",
"0	dream last night downgraded 4s spent rest dream trying figure",
"0	ios8 still shit",
"0	thanks keep mind tho lately unhappy everything moving away",
"0	windows lappy works well half price alternative",
"0	apple id always b able b set w/out cred card/paypal/gift card attach still get buy",
"0	admits deleting rival music store tracks ipods apple",
"0	feels eats battery amp resource reading",
"0	you used b cool happened",
"0	amp marketing systems cause headaches card holders pay opted promotions without permission",
"0	 founder attacks boss ridiculous comments ads",
"0	wireless family share plan one line upgrade killed discount not sure mentioned preorder page",
"0	itunes awful amp ruining life fix shit",
"0	 galaxy flip phone back ",
"0	not apple meet demand iphone ",
"0	soo many iphones never problem smashed screens months you suck balls",
"0	ever going moment going fix battery mine goes hour",
"0	t meet demand",
"0	paid new charger could not b pissed rape",
"0	wifi amp working everything else ipad pissed two days like get together",
"0	fucking hate yhis ohone Oh my God im embarrassed",
"0	not apple meet demand iphone",
"0	ie chrome firefox public feature roadmaps come safari feel free fork",
"0	morning say evening replaced crimped cord",
"0	yeah seriously not one good developer relations think one",
"0	hey 5s keeps glitching negative",
"0	hey every time update itunes make worse worse",
"0	mean not auto correct really fault",
"0	apple gon na sue thatb",
"0	every time change keyboards come like what the fuck get shit together",
"0	last time checked thought bought iphone not slippery ass bar soap disguised one didnt deserve",
"0	protesters store pretty much sums like gravitational pull shocked took long next stop starbucks",
"0	honest great fanaticism turning equally great dislike",
"0	really know mouse batteries not inceased charge since last time mac told low",
"0	needs fucking update as soon as possible play stupid back n forth shit software",
"0	phone died would let happen",
"0	dang phone fuckin sucks fuck piece shit iphone man disappoint",
"0	safari crashed not tabs open what the fuck",
"0	hey guys make charger lasts fucking weeks",
"0	coffee not even fair trade",
"0	emojis en mac pleaase",
"0	man app tv hot garbage",
"0	ipad not update ios8 buggy slow",
"0	fix ios8 garbage software mix update as soon as possible",
"0	hell",
"0	cgk laptop prob today local # useless tech support useless hr genius bar useless buy pc next time",
"0	silicone case peeling what the fuck",
"0	petty hell ",
"0	nice piece crap created great job pay get less",
"0	fuck you",
"0	issues safari want jobs quality control back",
"0	since stop replacing iphone units due defect scratches phone not mean dropped",
"0	hold min ",
"0	phone plugged losing battery thanks",
"0	hitting belt deleted rivals music ipods court hears",
"0	ha ha reported lie organized normal big crowds use",
"0	duck",
"0	tf you even get lasagna laryngitis mixed what the fuck",
"0	yoo fam hours email back need album drops",
"0	bs uspurchased iphone not covered battery replacement program india arbitrary unfair fix",
"0	protestors taking store really not find government office something make change",
"0	iphone not know difference two amp",
"0	laptop wont fucjing turn charge didng pay",
"0	yo aint shit",
"0	calls wit amanda keep ending fix urself",
"0	phone automatically reason kinda dumb thanks",
"0	not queue songs iphone",
"0	know stores locks weeks many preordered",
"0	still mad",
"0	accident blocked",
"0	think safari would work well since apple product no freezing constantly crap products",
"0	khloe kardashian black iphone still not mine whats going huh picking favorites biased fucks",
"0	real tired charger breaking every month",
"0	fix os x please",
"0	messages not sending tf going",
"0	corrupt apple exec sentenced year prison ",
"0	corporate raiders selling weak products stop working within weeks amp apple gets warranty claiming dampness",
"0	maybe stop whore sleep",
"0	notifications messed thank you",
"0	works fucker not hoe one person smd",
"0	hostile tn",
"0	ok yall need reverse phone back ios bc not anymore",
"0	frustrated unsuccessfully trying fix outgoing smtp configuration lt unacceptable",
"0	hey happening phone",
"0	done products like kind facetime call",
"0	world first murder via facetime thank innovation",
"0	not think close setting alarm iphone many times fallen victim",
"0	apparently even info bug going fixed must kept secretly apple says f** devs",
"0	company crushing samsung china making amazing supercheap phone",
"0	nigga fuck yo couch laughing out loud",
"0	request custom gift wrap not ",
"0	facebook ceo mark zuckerberg criticizes apple aapl",
"0	apple could face iphone shortages next year aapl",
"0	fix devices albums not available itunes download illegal happens",
"0	stop making os installations damn bloody difficult stop asking clear space hard disk",
"0	dear everlovin heck put navigation arrows itunes store even use software",
"0	bought new iphone never gets reception places 4s battery life worse",
"0	nigga phone froze times today amp not even tf",
"0	ceo mark zuckerberg criticizes apple iphone bend laughing out loud",
"0	annoys amp come galaxy s5",
"0	left hoos got iphones dire suck youre mum",
"0	done like times alreadt whats deal",
"0	wireless drop connections issues net interruptus macbook pro upgraded yosemite problems disappeared",
"0	flag next delete email would not make sense next mark unread side accidentally deleting",
"0	kill",
"0	month store visits calls still iphone not receive texts non customers",
"0	not sure worse vacations",
"0	dear please find solution happens cords",
"0	get shit together guy samsung galaxy s5",
"0	phone chargers terrible fix",
"0	shitty",
"0	iphone6plus iphone6 lots cash spent help please",
"0	not take whole week replace harddrive ridiculous homework",
"0	no no make phone album want stay phone not removed camera roll cleared get together",
"0	no no make phone album want stay phone not removed camera roll cleared get together",
"0	hell thought let us put volume display front video absolutely dumb miss video every time adjust volume",
"0	buy replacement phone charger son iphone never buy product greedy",
"0	besides buying basic necessities gas groceries etc not buying",
"0	thanks pushing slow clunky",
"0	family inapp purchase approvals broken since friday might unhappy moneylosing developers come monday",
"0	no caller id thing scary heck suggest stop",
"0	apple seem need us bank card hate",
"0	tmobile/apple cellular hell",
"0	hate much ruin life",
"0	yosemite update annoying regret installing _ sort shit bro",
"0	fuck you youre chargers made like shit",
"0	not even real fucking apple company fuck supposed",
"0	tmobile/iphone calling problem work around",
"0	die ins staged gives food thought peaceful demonstrations",
"0	phone slow updated ios im angry fix",
"0	yo ya coming charger case hurr",
"0	iphone chargers @",
"0	iphone autocorrects beyoncãœâ© proper spelling capitalization accent thank took long enough",
"0	bad addition nothing improve nonexistent customer service",
"0	not see airplay icon macbook air order show whats computer screen onto tv apple tv",
"0	geez mac 3rd january not postpone longer",
"0	kinda feel sorry tho last product guys",
"0	terrible service store bethesda md second time buy new ipad amp cover",
"0	get gaming nerd ads sec championship game",
"0	another reason hate",
"0	apple makes bad chargers genius said wrap electrical tape wonder jony ive thinks",
"0	jesus create extensions lighten apple",
"0	finally updated ios happened ha weird glitch fix please",
"0	wrapped charger began smoking better apple",
"0	encourages marxist bs =isis gave order not arrest marxist dupes trespass",
"0	dear going copy stores someone makes appointment use",
"0	dear yall please stop making yall chargers cheap pieces shit tired replace every monthd",
"0	smd us weak phone b",
"0	trash",
"0	laughing my ass off oh god fuck autocorrect gon na finna ahahahah you ghetto child ass youu",
"0	dear wow really made itunes suck please stop updating making worse thank",
"0	exactly come phone companies get yo shit together",
"0	hey another software update ipad not open webpages ideas",
"0	ipad glitching bad isnt charging what the fuck",
"0	dear get shit together",
"0	fix phone",
"0	finally updated ios something thanks shit not need thanks trillion",
"0	never ever buy itouch worthless",
"0	ruined wifi",
"0	hate much",
"0	hope faggots get cancer",
"0	siri confirmed gay communist atheist open eyes",
"0	wow family guy simpsons yet not dowmload old update really need gb update not wait",
"0	fuck",
"0	hey come every saturday movie night fails chuck guys",
"0	shut hell",
"0	still waiting new emojis",
"0	bitch yass yall know long ive waiting feature",
"0	new ad fucking racist",
"0	apple sucks",
"0	explained kids made bunkbed get new one every two months",
"0	fuck making shit products",
"0	hate",
"0	dont macs emoji keyboard you messed",
"0	fucka de",
"0	apple nsa infested shit",
"0	hell lucy songs delete phone hatw",
"0	terrifying suck ass",
"0	ima need yall get shit together phone fucking something serious",
"0	ok look yall still not reversed back ios idk hold ima need yall get",
"0	that not smash detects # ",
"0	oh delete unwanted photos eight times enough not want recently deleted folder",
"0	went buy told although stock reserve return tomorrow buy goodbye",
"0	ordered osx seems like someone network cloned copy ideas",
"0	apple acted unfairly suppressing digital music competition paul kedrosky aapl",
"0	ipad game got shut way like 24k gold way cc",
"0	get rich quick criminal steal client products",
"0	sometimes control whole world ideas itã¥â « necessary test hard way ",
"0	not apple meet demand iphone aapl",
"0	youre shit fix problem",
"0	running sporadically hangs not seem running app particular sometimes none run hangs",
"0	accessory may not supported ok tell charger came phone not work",
"0	another government shows apple door",
"0	apple must continue improve cybersecurity attacks increase aapl",
"0	ipod replaced never set foot store world better place",
"0	seems like going downhill say need new battery due charges months ã¥â£ change",
"0	yosimite detects faulty ram module apple hardware test not",
"0	fuck get note",
"0	waiting days far approve new app next week",
"0	not itunes support flac files mean least able covert em yall fuckin petty",
"0	got one question yall genius decided capitalizing random words good idea bec not good idea",
"0	annoying moment realise bend one side",
"0	yo genius bar shit worst dmv get fuck together",
"0	every time type word ya capitalizes a drives nuts",
"0	no computer programming classes anywhere la whats",
"0	yeah definitely going store finals damn mbp graphics card failing bullshit computer",
"0	know secure os lost not version us travelling types",
"0	odd reason not readd phone stop depriving jams",
"0	fix",
"0	yall hoes bruh",
"0	hate apple term_larry",
"0	 say beats easily like elitist toy versus real machine positive",
"0	archetype would rather figure make product whose ui intuitive",
"0	overheard employee tell some1 not use capital letters password cause easier remember",
"0	going fix maps app navigation sucks face switch google maps",
"0	best smartwatch still pebble",
"0	blame rubbish memory phone",
"0	know iphone fucked lettering screen goes backtofront",
"0	seriously stupid add macbook different stickers put hate gullible people",
"0	plug phone jumps stop playing games",
"0	thanks amp postman working overtime",
"0	technologyis becoming undesirable glitches constantly stopping working",
"0	fuck off",
"0	ive literally gone iphone cords little year fix suck",
"0	refuses unlock contract iphone sent knowing not unlock phones wafwoft",
"0	 calendar app judiciously listed virtually every holiday imaginable yet neglects birthday",
"0	happened podcasts ipod",
"0	fix",
"0	get shit together hate",
"0	ha poor trying make ipad macbook look useful commercials not even close power pro",
"0	new voice texting hit dial instead say no aid",
"0	fuck type shit",
"0	not delete music iphone payed good money",
"0	what the fuck",
"0	ipod change order songs playlist always listen flying fuck isnt okay",
"0	phone turned imessage not let turn back oh yeah no message load send thanks",
"0	get shit together",
"0	fricking ever gets act together need blunderblock",
"0	currently googling downgrade mavericks thanks",
"0	no video message missing face time like missed call leave voicemail",
"0	already leave snap video messages apple txts go away mins not watch",
"0	yo new headphones got dont work send new ones ill dm you address",
"0	texting isnt working blames apple blames verizon someone fix hours crap",
"0	excuse no bat signal emoji yet hmm",
"0	yall need fix flicker/flash swipe close apps",
"0	apple pay faces challenge two drug stores reject ",
"0	computer not turning back help",
"0	imovie screws project yet really hate",
"0	hope no one ever cons getting another crappy product",
"0	stop trying like samsung chose not samsung reason",
"0	company not official acct company",
"0	fuck",
"0	hold minutes thank god sold stock comcast apple",
"0	please stop notifying upgrade icloud storage not use icloud enough upgrade would pay things",
"0	freaking computer went psycho ruined life thanks lot",
"0	hey not let facetime claire stop rude",
"0	stupid fucking iphone chargers stupid break easy fuck",
"0	worst day life",
"0	congratulations firmly reasserting top mosthated corporations list today",
"0	computers slow right making want shoot someone god dam mac shouldnt hav deal",
"0	log icloud phone not cut mobile version argh anyone know",
"0	really pissed trying edit video not convert files due not mpeg component anymore os update",
"0	not use component tcp install disc due stupid os update pay bucks redownload",
"0	thanks greedy assholes force pay get something already fucking paid final cut pro",
"0	honestly fuucckk",
"0	fuck yo shit",
"0	loses appeal trademark app store",
"0	fuck fuck im soo sleep fix shit",
"0	to be honest annoyed apple shit moment",
"0	say start riot something supply pitchforks",
"0	nd aint even leave house yet water you doin fam",
"0	laughing pants school programs australia even manage wringe money poorest people",
"0	since steve jobs left world problems done",
"0	poor dudes gettin slandered wants argue",
"0	you gon na publish 64gb nationwide store almost cry",
"0	phone shitty even time freezes",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	iphone users never bonked pay",
"0	stopped working would screaming getting mine",
"0	apple exec gets federal prison sentence taking kickbacks leak ",
"0	steal money positive",
"0	apple not need no stinking streaming media stick aapl",
"0	give beat trying manually add music iphone left broken man",
"0	app store aint working",
"0	youre products shit break youre ruining life",
"0	one stepped phone last night smashed doesnt work positive",
"0	fuck show",
"0	former apple inc supply manager sentenced prison fined million corporate espionage aapl",
"0	ahh el store course",
"0	help 4s not sync nt even give option w/ latest tried fixes found no bueno thoughts",
"0	former apple inc exec gets year prison selling secrets",
"0	well done printer not work since",
"0	guys mac flipping flashing folder question mark start",
"0	woah woke emails someone trying verify email device email minus makes no diff gmail",
"0	slide opens opportunity not fill iphone 6plus orders 6plus rumored much much higher prev reported",
"0	phone keeps restarting dont play like",
"0	reminiscing first lowcost computer box not geek use",
"0	last night like apps hate",
"0	im pissed plugged phone overnight didnt charge fuck you",
"0	yknow time restarted phone got blue screen laughing out loud what the fuck",
"0	constantly restart due error left night",
"0	bloombergtv former exec sentence year prison fraud",
"0	nothing life fragile apple branded lightning cord",
"0	what the fuck conputer left alone five minutes help",
"0	shout making crappy iphone alarms not go make late final",
"0	updated yosemite two machines painfully slow thanks",
"0	tell testers using gmail ios app not work not tell testers",
"0	dear amp understand want protect way cool password lockouts amp resets",
"0	hey ipod touch acting wonky done factory settings reinstalled stuff nothing ideas",
"0	pretty bad life left 11am",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	abandoned never going back much better",
"0	hey iphone fully charged common battery life",
"0	apple inc doomed aapl dropped currently priced ",
"0	block trade detected",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	make fucking phone screen not break want phone naked free",
"0	hate office email not pushing emails fetching settings says push",
"0	thought abt bought lemon tried save not worth savings regretting ever since",
"0	said needs supply condo dedicated tech many issues iphone imac ipads warrants tech eat well",
"0	glad getting non computer four macs row",
"0	fucking memer faggots",
"0	bruh means you type lot you fuckin punk bitch",
"0	dear please create middle finger emoji as soon as possible sincerely iphone users",
"0	got ta kidding",
"0	theyre not rt got ta kidding",
"0	apple product chargers look like rt theyre not rt got ta kidding",
"0	struggle rt not rt got ta kidding",
"0	many iphone chargers need go make charger durability point new iphone",
"0	no caller id must able blocked products",
"0	yo yall make hard grip",
"0	patented idea would hated",
"0	pay taxes country",
"0	apple returns cash shareholders ideas ",
"0	cares beware false prophetsi mean profits",
"0	beware anything includes word care",
"0	talking support almost hours absolutely no help",
"0	fuck recently deleted photo album",
"0	come get shit together",
"0	oh horrible packaging shipping",
"0	inconsistency overall weirdness controls archive previous versions easy downgrade",
"0	tryng get back snapchat app store not cooperating",
"0	removing photo upload covering refund purchased based features no",
"0	notification center pain ass no way sort no way dismiss notifications hitting x app",
"0	iphone6 fell ft screen shattered like blown wants additional fix maybe make product lasts",
"0	f you youre geniuses suck ass",
"0	hate phone not use gone completely silent call would get even less help get",
"0	tv topped chromecast pushed inc aapl never made much fuss ab ",
"0	thank little troll putting option close right save tab legends",
"0	especially telling randomly selected grant broke ass govt not not get free govt",
"0	happy monday camera fancy suddenly stopped working weekend instead meme",
"0	hey fuck you phone speaker no longer works b/c",
"0	hey nvm not restart phone make work",
"0	apple inc catching iphone supply still lagging demand",
"0	caught fire not use sitting desk luckily nearby able sort",
"0	not know trying phone updates turned thanks letting aware error",
"0	phone awful green line need new one sort not af",
"0	could learn take pictures internet better",
"0	good grief could sucky hold music queue playlist no offense eww johnny cash rap song gross",
"0	great johnny cash damn jarring",
"0	reason iphone imessage bruh make better battery",
"0	stock price plummeting time sell bit",
"0	bring back",
"0	day without access passwd apple working no new apps calendar ecosystem achilles move",
"0	oh wish guys would port hebrew android version already swapping abck forth",
"0	much completely broken shit world fucks sake fuck bullshit autocorrects",
"0	bad third party keyboards ios buggy hell therefore completely unusable undeserved",
"0	exec sentenced one year prison selling",
"0	apple patented idea steve jobs would hated ",
"0	not good look",
"0	use congrats gave government permission spy",
"0	hah not defending not understand internet",
"0	still not suicide note template recent pages update much longer wait",
"0	thanks making life complicated",
"0	offensive thing lack trashcan emoji stop discrimination",
"0	macbook pro annoying asus windows computer freezing laggy etc much excellence",
"0	not facetime one person time need answers dammit oovoo winning",
"0	old iphone exploded no good reason heck",
"0	computer sux fix",
"0	no videos tonight turns ipads still need electricity function figure ps laughing out loud key studies",
"0	past week phone stay freezing amp closing apps what the fuck",
"0	apple sux protesters stage protests store nyc anger misplaced retweet agree",
"0	alienating people blocking federal interstates need stopped endangering lives",
"0	also steve jobs overrated",
"0	what the fuck siri step game",
"0	point not anger simply manifestation stupid",
"0	hopefully endangering lives",
"0	got charger like weeks ago frick",
"0	actions not helping cause",
"0	tmobile iphone nightmare",
"0	fuck you n weak ass iphone",
"0	cocky ass apple talking bout da fruit fuck",
"0	lmfao rt cocky ass apple talking bout da fruit fuck",
"0	fuck",
"0	oh live streaming tv blows",
"0	battery die quick",
"0	airplay sucks yosemite",
"0	thanks almost burning house",
"0	seriously fing hate new version itunes spend hours trying figure synch w/o deleting everything",
"0	heck phone screen looks like lost battle windstorm",
"0	democrat funded ows amp paid protesters distraction democrat failures aca amnesty taxes debt economy",
"0	phone suck much",
"0	fix addis phone text pls thanks",
"0	please make charger actually last",
"0	come et alget stb together bypass cable/satellite companies",
"0	ayy fourth phone charger week broke today fuck",
"0	 deal taking phone beating shit fuck whatever damn twitter fuck",
"0	iphones mad sensitive bro cold dies even lot battery left hot shuts well smfh",
"0	source kit crash swift getting annoying",
"0	fuck",
"0	worst thing ever update software computer update trash",
"0	ios8 you delete contact not actually deleted fml fuck you",
"0	phone died feel betrayed",
"0	dear worst idea ever fix",
"0	hey hell hahaha",
"0	spellcheck makes wan na stab somebody not fuckin word wanted use",
"0	yh news china reminds apple need support privacy security products apple access ",
"0	look like fucking days",
"0	quality bad webcam pics excuse",
"0	thanks making shittiest chargers",
